Date,Open,High,Low,Close,Volume,Sentiment,Daily_Return,Price_Range,Volatility,Sentiment_Smoothed
2025-03-12,247.22000122070312,251.83999633789065,241.1000061035156,248.08999633789065,142215700,0.18214,0.003519112987993432,10.739990234375057,0.003519112987993432,0.18214
2025-03-13,248.1300048828125,248.2899932861328,232.6000061035156,240.67999267578125,114813500,0.0408,-0.030024632492752182,15.689987182617216,0.030024632492752182,0.11147
2025-03-14,247.30999755859372,251.5800018310547,240.72999572753903,249.97999572753903,100242300,0.1591,0.010796159456969488,10.850006103515653,0.010796159456969488,0.12734666666666666
2025-03-17,245.05999755859372,245.3999938964844,232.8000030517578,238.00999450683597,111900600,0.221575,-0.028768477605457022,12.599990844726591,0.028768477605457022,0.14049166666666665
2025-03-18,228.16000366210935,230.1000061035156,222.27999877929688,225.30999755859372,111477600,0.3112857142857143,-0.012491260772139122,7.820007324218722,0.012491260772139122,0.23065357142857143
2025-03-19,231.6100006103516,241.41000366210935,229.1999969482422,235.8600006103516,111993800,0.264225,0.018349812135918842,12.210006713867159,0.018349812135918842,0.26569523809523804
2025-03-20,233.3500061035156,238.0,230.0500030517578,236.25999450683597,99028300,-0.16018,0.01247048779604265,7.9499969482421875,0.01247048779604265,0.13844357142857142
2025-03-21,234.9900054931641,249.5200042724609,234.5500030517578,248.7100067138672,132728700,0.4959666666666666,0.05838546704107471,14.970001220703097,0.05838546704107471,0.20000388888888887
2025-03-24,258.0799865722656,278.6400146484375,256.3299865722656,278.3900146484375,169079900,0.57064,0.0786966410914812,22.310028076171875,0.0786966410914812,0.30214222222222226
2025-03-25,283.6000061035156,288.20001220703125,271.2799987792969,288.1400146484375,150361500,-0.2003,0.01600849240907543,16.920013427734375,0.01600849240907543,0.2887688888888889
2025-03-26,282.6600036621094,284.8999938964844,266.510009765625,272.0599975585937,153629800,0.0726666666666666,-0.03750090556210028,18.389984130859375,0.03750090556210028,0.14766888888888888
2025-03-27,272.4800109863281,291.8500061035156,271.82000732421875,273.1300048828125,162572100,0.0222428571428571,0.002385473687157877,20.029998779296875,0.002385473687157877,-0.035130158730158755
2025-03-28,275.5799865722656,276.1000061035156,260.57000732421875,263.54998779296875,123809400,-0.0604399999999999,-0.04365338328421116,15.529998779296875,0.04365338328421116,0.011489841269841287
2025-03-31,249.30999755859372,260.5599975585937,243.3600006103516,259.1600036621094,134008900,0.58822,0.039509069832631444,17.199996948242102,0.039509069832631444,0.1833409523809524
2025-04-01,263.79998779296875,277.45001220703125,259.25,268.4599914550781,146486900,0.2182,0.017664912349300652,18.20001220703125,0.017664912349300652,0.24866000000000002
2025-04-02,254.6000061035156,284.989990234375,251.2700042724609,282.760009765625,212787800,0.37095,0.11060488211716725,33.71998596191409,0.11060488211716725,0.3924566666666667
2025-04-03,265.2900085449219,276.29998779296875,261.510009765625,267.2799987792969,136174300,-0.0541666666666666,0.007501188021704302,14.78997802734375,0.007501188021704302,0.17832777777777784
2025-04-04,255.3800048828125,261.0,236.0,239.42999267578125,181229400,0.3477,-0.06245599460439478,25.0,0.06245599460439478,0.22149444444444452
2025-04-07,223.77999877929688,252.0,214.25,233.2899932861328,183453800,0.5286666666666666,0.04249707104617144,37.75,0.04249707104617144,0.27406666666666674
2025-04-08,245.0,250.44000244140625,217.8000030517578,221.8600006103516,171603500,0.6988,-0.09444897710060575,32.63999938964844,0.09444897710060575,0.5250555555555555
2025-04-09,224.69000244140625,274.69000244140625,223.8800048828125,272.20001220703125,219433400,-0.0984999999999999,0.21144692353641534,50.80999755859375,0.21144692353641534,0.3763222222222222
2025-04-10,260.0,262.489990234375,239.3300018310547,252.3999938964844,180875500,-0.2377333333333333,-0.029230792705829216,23.159988403320312,0.029230792705829216,0.12085555555555565
